,OTU_ID,Bet_RAW,Date,Sample_type,Genotype,Betweenness_log,combine
4610,Otu326,1476.730159,4,RHZ,RNAi,3.169330553,4RHZRNAi
4611,Otu311,194.6331021,4,RHZ,RNAi,2.289439782,4RHZRNAi
4612,Otu405,4982.855429,4,RHZ,RNAi,3.697487003,4RHZRNAi
4613,Otu323,0,4,RHZ,RNAi,-1,4RHZRNAi
4614,Otu555,0,4,RHZ,RNAi,-1,4RHZRNAi
4615,Otu264,129.9114616,4,RHZ,RNAi,2.113981641,4RHZRNAi
4616,Otu1202,2150.780183,4,RHZ,RNAi,3.332616218,4RHZRNAi
4617,Otu495,2350.45355,4,RHZ,RNAi,3.37117015,4RHZRNAi
4618,Otu294,0,4,RHZ,RNAi,-1,4RHZRNAi
4619,Otu1414,0,4,RHZ,RNAi,-1,4RHZRNAi
4620,Otu285,0,4,RHZ,RNAi,-1,4RHZRNAi
4621,Otu483,860.9440996,4,RHZ,RNAi,2.935025395,4RHZRNAi
4622,Otu4516,0,4,RHZ,RNAi,-1,4RHZRNAi
4623,Otu8424,0,4,RHZ,RNAi,-1,4RHZRNAi
4624,Otu394,426.9789454,4,RHZ,RNAi,2.630508162,4RHZRNAi
4625,Otu12704,0,4,RHZ,RNAi,-1,4RHZRNAi
4626,Otu507,0,4,RHZ,RNAi,-1,4RHZRNAi
4627,Otu2513,5.336904762,4,RHZ,RNAi,0.735351726,4RHZRNAi
4628,Otu354,8201.170819,4,RHZ,RNAi,3.913881153,4RHZRNAi
4629,Otu744,0,4,RHZ,RNAi,-1,4RHZRNAi
4630,Otu654,55269,4,RHZ,RNAi,4.742482393,4RHZRNAi
4631,Otu465,38.60379559,4,RHZ,RNAi,1.587753557,4RHZRNAi
4632,Otu279,0,4,RHZ,RNAi,-1,4RHZRNAi
4633,Otu4425,0,4,RHZ,RNAi,-1,4RHZRNAi
4634,Otu317,10965.05888,4,RHZ,RNAi,4.040014929,4RHZRNAi
4635,Otu399,0,4,RHZ,RNAi,-1,4RHZRNAi
4636,Otu387,1084.529694,4,RHZ,RNAi,3.03528149,4RHZRNAi
4637,Otu1590,0,4,RHZ,RNAi,-1,4RHZRNAi
4638,Otu603,0,4,RHZ,RNAi,-1,4RHZRNAi
4639,Otu817,473,4,RHZ,RNAi,2.674952948,4RHZRNAi
4640,Otu368,1059.042942,4,RHZ,RNAi,3.024954576,4RHZRNAi
4641,Otu298,830.0705516,4,RHZ,RNAi,2.919167324,4RHZRNAi
4642,Otu466,0,4,RHZ,RNAi,-1,4RHZRNAi
4643,Otu327,0,4,RHZ,RNAi,-1,4RHZRNAi
4644,Otu15569,2201.627316,4,RHZ,RNAi,3.342763531,4RHZRNAi
4645,Otu675,977.4722256,4,RHZ,RNAi,2.990148854,4RHZRNAi
4646,Otu876,51.74339371,4,RHZ,RNAi,1.714693423,4RHZRNAi
4647,Otu3551,0,4,RHZ,RNAi,-1,4RHZRNAi
4648,Otu3926,5102.212488,4,RHZ,RNAi,3.707767053,4RHZRNAi
4649,Otu943,96.21385531,4,RHZ,RNAi,1.983688767,4RHZRNAi
4650,Otu310,1107.090728,4,RHZ,RNAi,3.04422244,4RHZRNAi
4651,Otu975,1892.647969,4,RHZ,RNAi,3.277092789,4RHZRNAi
4652,Otu385,1613.966904,4,RHZ,RNAi,3.207921533,4RHZRNAi
4653,Otu667,0,4,RHZ,RNAi,-1,4RHZRNAi
4654,Otu401,19.42891687,4,RHZ,RNAi,1.290678157,4RHZRNAi
4655,Otu950,441.6077499,4,RHZ,RNAi,2.645135019,4RHZRNAi
4656,Otu569,0,4,RHZ,RNAi,-1,4RHZRNAi
4657,Otu353,901.5048058,4,RHZ,RNAi,2.955016218,4RHZRNAi
4658,Otu351,0,4,RHZ,RNAi,-1,4RHZRNAi
4659,Otu650,0,4,RHZ,RNAi,-1,4RHZRNAi
4660,Otu615,0,4,RHZ,RNAi,-1,4RHZRNAi
4661,Otu501,944,4,RHZ,RNAi,2.975017998,4RHZRNAi
4662,Otu319,0,4,RHZ,RNAi,-1,4RHZRNAi
4663,Otu371,121.9402241,4,RHZ,RNAi,2.086502997,4RHZRNAi
4664,Otu535,0,4,RHZ,RNAi,-1,4RHZRNAi
4665,Otu336,0,4,RHZ,RNAi,-1,4RHZRNAi
4666,Otu547,325.2641458,4,RHZ,RNAi,2.512369693,4RHZRNAi
4667,Otu444,0,4,RHZ,RNAi,-1,4RHZRNAi
4668,Otu3449,0,4,RHZ,RNAi,-1,4RHZRNAi
4669,Otu588,0,4,RHZ,RNAi,-1,4RHZRNAi
4670,Otu395,214.7875668,4,RHZ,RNAi,2.332211288,4RHZRNAi
4671,Otu411,0,4,RHZ,RNAi,-1,4RHZRNAi
4672,Otu503,0,4,RHZ,RNAi,-1,4RHZRNAi
4673,Otu443,0,4,RHZ,RNAi,-1,4RHZRNAi
4674,Otu16680,0,4,RHZ,RNAi,-1,4RHZRNAi
4675,Otu397,40189.60384,4,RHZ,RNAi,4.604114806,4RHZRNAi
4676,Otu448,0,4,RHZ,RNAi,-1,4RHZRNAi
4677,Otu316,0,4,RHZ,RNAi,-1,4RHZRNAi
4678,Otu835,945,4,RHZ,RNAi,2.975477763,4RHZRNAi
4679,Otu527,1466.369048,4,RHZ,RNAi,3.166272901,4RHZRNAi
4680,Otu415,0,4,RHZ,RNAi,-1,4RHZRNAi
4681,Otu478,2945.165228,4,RHZ,RNAi,3.46912441,4RHZRNAi
4682,Otu329,46.54254435,4,RHZ,RNAi,1.668782233,4RHZRNAi
4683,Otu774,0,4,RHZ,RNAi,-1,4RHZRNAi
4684,Otu673,473,4,RHZ,RNAi,2.674952948,4RHZRNAi
4685,Otu5809,473,4,RHZ,RNAi,2.674952948,4RHZRNAi
4686,Otu1008,0,4,RHZ,RNAi,-1,4RHZRNAi
4687,Otu333,1,4,RHZ,RNAi,0.041392685,4RHZRNAi
4688,Otu383,4185,4,RHZ,RNAi,3.62170584,4RHZRNAi
4689,Otu480,473,4,RHZ,RNAi,2.674952948,4RHZRNAi
4690,Otu457,2.257894737,4,RHZ,RNAi,0.372524413,4RHZRNAi
4691,Otu344,0,4,RHZ,RNAi,-1,4RHZRNAi
4692,Otu586,54320.33333,4,RHZ,RNAi,4.734963226,4RHZRNAi
4693,Otu646,2.428571429,4,RHZ,RNAi,0.402875226,4RHZRNAi
4694,Otu611,1960.931108,4,RHZ,RNAi,3.292484483,4RHZRNAi
4695,Otu730,945.3333333,4,RHZ,RNAi,2.97563091,4RHZRNAi
4696,Otu848,4704.98971,4,RHZ,RNAi,3.672567908,4RHZRNAi
4697,Otu4380,22.03757051,4,RHZ,RNAi,1.345129958,4RHZRNAi
4698,Otu836,16.01714615,4,RHZ,RNAi,1.207288144,4RHZRNAi
4699,Otu811,0,4,RHZ,RNAi,-1,4RHZRNAi
4700,Otu8898,0,4,RHZ,RNAi,-1,4RHZRNAi
4701,Otu612,901.341356,4,RHZ,RNAi,2.954937479,4RHZRNAi
4702,Otu494,374.4010028,4,RHZ,RNAi,2.573452985,4RHZRNAi
4703,Otu356,473,4,RHZ,RNAi,2.674952948,4RHZRNAi
4704,Otu363,0,4,RHZ,RNAi,-1,4RHZRNAi
4705,Otu1304,2961.267678,4,RHZ,RNAi,3.471492332,4RHZRNAi
4706,Otu972,0,4,RHZ,RNAi,-1,4RHZRNAi
4707,Otu12329,0,4,RHZ,RNAi,-1,4RHZRNAi
4708,Otu370,0,4,RHZ,RNAi,-1,4RHZRNAi
4709,Otu993,0,4,RHZ,RNAi,-1,4RHZRNAi
4710,Otu1417,0,4,RHZ,RNAi,-1,4RHZRNAi
4711,Otu3615,2.281385281,4,RHZ,RNAi,0.376829665,4RHZRNAi
4712,Otu3464,5709.208857,4,RHZ,RNAi,3.756583538,4RHZRNAi
4713,Otu702,0,4,RHZ,RNAi,-1,4RHZRNAi
4714,Otu626,82.77675692,4,RHZ,RNAi,1.918432748,4RHZRNAi
4715,Otu743,264.5015318,4,RHZ,RNAi,2.422592354,4RHZRNAi
4716,Otu460,84.70204953,4,RHZ,RNAi,1.928406349,4RHZRNAi
4717,Otu583,0,4,RHZ,RNAi,-1,4RHZRNAi
4718,Otu1021,0,4,RHZ,RNAi,-1,4RHZRNAi
4719,Otu11246,944,4,RHZ,RNAi,2.975017998,4RHZRNAi
4720,Otu1100,0,4,RHZ,RNAi,-1,4RHZRNAi
4721,Otu556,9.15,4,RHZ,RNAi,0.966141733,4RHZRNAi
4722,Otu659,0,4,RHZ,RNAi,-1,4RHZRNAi
4723,Otu1479,1196.790318,4,RHZ,RNAi,3.078054354,4RHZRNAi
4724,Otu914,0,4,RHZ,RNAi,-1,4RHZRNAi
4725,Otu528,108.549912,4,RHZ,RNAi,2.036029379,4RHZRNAi
4726,Otu709,0,4,RHZ,RNAi,-1,4RHZRNAi
4727,Otu14443,0,4,RHZ,RNAi,-1,4RHZRNAi
4728,Otu662,489.8143466,4,RHZ,RNAi,2.690120157,4RHZRNAi
4729,Otu983,0,4,RHZ,RNAi,-1,4RHZRNAi
4730,Otu467,473,4,RHZ,RNAi,2.674952948,4RHZRNAi
4731,Otu980,363.397057,4,RHZ,RNAi,2.560500899,4RHZRNAi
4732,Otu794,1401.707108,4,RHZ,RNAi,3.146688258,4RHZRNAi
4733,Otu6183,473,4,RHZ,RNAi,2.674952948,4RHZRNAi
4734,Otu918,0,4,RHZ,RNAi,-1,4RHZRNAi
4735,Otu3642,0,4,RHZ,RNAi,-1,4RHZRNAi
4736,Otu4442,2609.329633,4,RHZ,RNAi,3.41654559,4RHZRNAi
4737,Otu636,0,4,RHZ,RNAi,-1,4RHZRNAi
4738,Otu485,945,4,RHZ,RNAi,2.975477763,4RHZRNAi
4739,Otu497,1594.553282,4,RHZ,RNAi,3.202666271,4RHZRNAi
4740,Otu1316,854.1614786,4,RHZ,RNAi,2.931590823,4RHZRNAi
4741,Otu691,1880,4,RHZ,RNAi,3.274180949,4RHZRNAi
4742,Otu1104,1164.567396,4,RHZ,RNAi,3.066201918,4RHZRNAi
4743,Otu504,33.04457672,4,RHZ,RNAi,1.520412477,4RHZRNAi
4744,Otu634,0,4,RHZ,RNAi,-1,4RHZRNAi
4745,Otu515,0,4,RHZ,RNAi,-1,4RHZRNAi
4746,Otu4797,81.77913933,4,RHZ,RNAi,1.913173269,4RHZRNAi
4747,Otu1717,61.61503755,4,RHZ,RNAi,1.790390998,4RHZRNAi
4748,Otu853,469.4374365,4,RHZ,RNAi,2.671670225,4RHZRNAi
4749,Otu499,1883,4,RHZ,RNAi,3.274873383,4RHZRNAi
4750,Otu492,0,4,RHZ,RNAi,-1,4RHZRNAi
4751,Otu1231,0,4,RHZ,RNAi,-1,4RHZRNAi
4752,Otu1012,0,4,RHZ,RNAi,-1,4RHZRNAi
4753,Otu902,1.55820923,4,RHZ,RNAi,0.219639328,4RHZRNAi
4754,Otu565,1126.357687,4,RHZ,RNAi,3.051714883,4RHZRNAi
4755,Otu929,0,4,RHZ,RNAi,-1,4RHZRNAi
4756,Otu694,0,4,RHZ,RNAi,-1,4RHZRNAi
4757,Otu992,0,4,RHZ,RNAi,-1,4RHZRNAi
4758,Otu656,16938.87914,4,RHZ,RNAi,4.228887233,4RHZRNAi
4759,Otu630,16056.1661,4,RHZ,RNAi,4.205644557,4RHZRNAi
4760,Otu661,234.7986797,4,RHZ,RNAi,2.370880576,4RHZRNAi
4761,Otu790,4.30836677,4,RHZ,RNAi,0.64427772,4RHZRNAi
4762,Otu1416,0,4,RHZ,RNAi,-1,4RHZRNAi
4763,Otu741,2667.419361,4,RHZ,RNAi,3.42610758,4RHZRNAi
4764,Otu724,227.5666667,4,RHZ,RNAi,2.357299449,4RHZRNAi
4765,Otu745,0,4,RHZ,RNAi,-1,4RHZRNAi
4766,Otu7331,529.8323659,4,RHZ,RNAi,2.724220445,4RHZRNAi
4767,Otu1393,0,4,RHZ,RNAi,-1,4RHZRNAi
4768,Otu1027,146.0230175,4,RHZ,RNAi,2.164718632,4RHZRNAi
4769,Otu823,1799.578703,4,RHZ,RNAi,3.255194977,4RHZRNAi
4770,Otu3425,473,4,RHZ,RNAi,2.674952948,4RHZRNAi
4771,Otu550,7421.566637,4,RHZ,RNAi,3.870501443,4RHZRNAi
4772,Otu660,8.538095238,4,RHZ,RNAi,0.936417988,4RHZRNAi
4773,Otu595,0,4,RHZ,RNAi,-1,4RHZRNAi
4774,Otu716,3264.536206,4,RHZ,RNAi,3.513834793,4RHZRNAi
4775,Otu1129,0,4,RHZ,RNAi,-1,4RHZRNAi
4776,Otu1010,0,4,RHZ,RNAi,-1,4RHZRNAi
4777,Otu3890,280.7046788,4,RHZ,RNAi,2.44840434,4RHZRNAi
4778,Otu737,62.80156831,4,RHZ,RNAi,1.798661474,4RHZRNAi
4779,Otu2989,0,4,RHZ,RNAi,-1,4RHZRNAi
4780,Otu564,1498.681811,4,RHZ,RNAi,3.175738414,4RHZRNAi
4781,Otu840,89.05570334,4,RHZ,RNAi,1.95014913,4RHZRNAi
4782,Otu1204,0,4,RHZ,RNAi,-1,4RHZRNAi
4783,Otu1494,252.0017578,4,RHZ,RNAi,2.401575874,4RHZRNAi
4784,Otu1235,181.8450663,4,RHZ,RNAi,2.259940284,4RHZRNAi
4785,Otu591,0,4,RHZ,RNAi,-1,4RHZRNAi
4786,Otu1182,14.54578755,4,RHZ,RNAi,1.16571273,4RHZRNAi
4787,Otu946,125.6297795,4,RHZ,RNAi,2.099438154,4RHZRNAi
4788,Otu6410,272.2423439,4,RHZ,RNAi,2.435115171,4RHZRNAi
4789,Otu1241,0,4,RHZ,RNAi,-1,4RHZRNAi
4790,Otu742,0,4,RHZ,RNAi,-1,4RHZRNAi
4791,Otu2787,0,4,RHZ,RNAi,-1,4RHZRNAi
4792,Otu1060,4225.63976,4,RHZ,RNAi,3.625902748,4RHZRNAi
4793,Otu1042,0,4,RHZ,RNAi,-1,4RHZRNAi
4794,Otu1140,6901.669779,4,RHZ,RNAi,3.838960469,4RHZRNAi
4795,Otu668,0,4,RHZ,RNAi,-1,4RHZRNAi
4796,Otu671,0,4,RHZ,RNAi,-1,4RHZRNAi
4797,Otu1125,2.329953721,4,RHZ,RNAi,0.385598002,4RHZRNAi
4798,Otu6102,0,4,RHZ,RNAi,-1,4RHZRNAi
4799,Otu627,28178.5,4,RHZ,RNAi,4.449919412,4RHZRNAi
4800,Otu1723,53.66024257,4,RHZ,RNAi,1.73046122,4RHZRNAi
4801,Otu799,0,4,RHZ,RNAi,-1,4RHZRNAi
4802,Otu1004,1880,4,RHZ,RNAi,3.274180949,4RHZRNAi
4803,Otu3121,0,4,RHZ,RNAi,-1,4RHZRNAi
4804,Otu1034,49.97442219,4,RHZ,RNAi,1.699615947,4RHZRNAi
4805,Otu1725,0,4,RHZ,RNAi,-1,4RHZRNAi
4806,Otu928,1415,4,RHZ,RNAi,3.150787131,4RHZRNAi
4807,Otu1635,0,4,RHZ,RNAi,-1,4RHZRNAi
4808,Otu9257,61.68865396,4,RHZ,RNAi,1.790908734,4RHZRNAi
4809,Otu8616,0,4,RHZ,RNAi,-1,4RHZRNAi
4810,Otu1557,473,4,RHZ,RNAi,2.674952948,4RHZRNAi
4811,Otu947,0,4,RHZ,RNAi,-1,4RHZRNAi
4812,Otu684,0,4,RHZ,RNAi,-1,4RHZRNAi
4813,Otu1179,1536.273751,4,RHZ,RNAi,3.186496878,4RHZRNAi
4814,Otu785,17.99236521,4,RHZ,RNAi,1.257495346,4RHZRNAi
4815,Otu923,473,4,RHZ,RNAi,2.674952948,4RHZRNAi
4816,Otu933,1.875989011,4,RHZ,RNAi,0.295784525,4RHZRNAi
4817,Otu1325,0,4,RHZ,RNAi,-1,4RHZRNAi
4818,Otu676,441.7154627,4,RHZ,RNAi,2.645240911,4RHZRNAi
4819,Otu948,0,4,RHZ,RNAi,-1,4RHZRNAi
4820,Otu1040,1962.121094,4,RHZ,RNAi,3.29274794,4RHZRNAi
4821,Otu16826,0,4,RHZ,RNAi,-1,4RHZRNAi
4822,Otu738,2228.457412,4,RHZ,RNAi,3.348023827,4RHZRNAi
4823,Otu2121,0,4,RHZ,RNAi,-1,4RHZRNAi
4824,Otu941,141.4720252,4,RHZ,RNAi,2.150977445,4RHZRNAi
4825,Otu11258,10.62162739,4,RHZ,RNAi,1.03026071,4RHZRNAi
4826,Otu1273,0,4,RHZ,RNAi,-1,4RHZRNAi
4827,Otu1568,0,4,RHZ,RNAi,-1,4RHZRNAi
4828,Otu1261,149.5775804,4,RHZ,RNAi,2.175156754,4RHZRNAi
4829,Otu803,5087.847965,4,RHZ,RNAi,3.706542661,4RHZRNAi
4830,Otu1434,0.534498834,4,RHZ,RNAi,-0.197569171,4RHZRNAi
4831,Otu827,0,4,RHZ,RNAi,-1,4RHZRNAi
4832,Otu1112,0,4,RHZ,RNAi,-1,4RHZRNAi
4833,Otu14915,1543.028437,4,RHZ,RNAi,3.188402075,4RHZRNAi
4834,Otu779,5544,4,RHZ,RNAi,3.743831055,4RHZRNAi
4835,Otu1116,0,4,RHZ,RNAi,-1,4RHZRNAi
4836,Otu1184,327.8333333,4,RHZ,RNAi,2.515785564,4RHZRNAi
4837,Otu1491,294.5659089,4,RHZ,RNAi,2.469329893,4RHZRNAi
4838,Otu1315,0,4,RHZ,RNAi,-1,4RHZRNAi
4839,Otu3950,130.52114,4,RHZ,RNAi,2.11601347,4RHZRNAi
4840,Otu768,0.659060847,4,RHZ,RNAi,-0.11972341,4RHZRNAi
4841,Otu1026,1337.20687,4,RHZ,RNAi,3.126231076,4RHZRNAi
4842,Otu815,0,4,RHZ,RNAi,-1,4RHZRNAi
4843,Otu8145,473,4,RHZ,RNAi,2.674952948,4RHZRNAi
4844,Otu819,0,4,RHZ,RNAi,-1,4RHZRNAi
4845,Otu16582,6.265905863,4,RHZ,RNAi,0.803860212,4RHZRNAi
4846,Otu1525,0,4,RHZ,RNAi,-1,4RHZRNAi
4847,Otu1255,0,4,RHZ,RNAi,-1,4RHZRNAi
4848,Otu1904,13.46666667,4,RHZ,RNAi,1.132473155,4RHZRNAi
4849,Otu802,601.2291554,4,RHZ,RNAi,2.779112261,4RHZRNAi
4850,Otu1398,0,4,RHZ,RNAi,-1,4RHZRNAi
4851,Otu809,226.3177645,4,RHZ,RNAi,2.354910498,4RHZRNAi
4852,Otu2090,104.9053853,4,RHZ,RNAi,2.021211573,4RHZRNAi
4853,Otu1240,0,4,RHZ,RNAi,-1,4RHZRNAi
4854,Otu1260,0,4,RHZ,RNAi,-1,4RHZRNAi
4855,Otu1232,273.8802893,4,RHZ,RNAi,2.43771932,4RHZRNAi
4856,Otu1606,0,4,RHZ,RNAi,-1,4RHZRNAi
